gene	Foxj1_tdT_Uninj_rep1	Foxj1_tdT_Uninj_rep2	Foxj1_tdT_1dpi_rep1	Foxj1_tdT_1dpi_rep2	Foxj1_tdT_5dpi_rep1	Foxj1_tdT_5dpi_rep2	Foxj1_Olig2_tdT_Uninj_rep1	Foxj1_Olig2_tdT_Uninj_rep2	Foxj1_Olig2_tdT_1dpi_rep1	Foxj1_Olig2_tdT_1dpi_rep2	Foxj1_Olig2_tdT_5dpi_rep1	Foxj1_Olig2_tdT_5dpi_rep2
6959	Hist1h4d	156	167,8	18,1	92,1	56,4	92,9	150,6	163	171,6	60,7	142,8	124,7
6960	Hist1h4h	472,4	603,8	399,1	159,9	142,3	122,8	1521,6	1906,5	444	535,3	108,5	73,2
6961	Hist1h4i	186,7	207,9	151,8	40,9	285,5	301,7	800,6	602,3	339	277,8	320,6	360,2
6962	Hist1h4j	289,3	257,3	0	13,3	22,6	60,3	142,4	142,5	127,7	126,4	47,8	35,8
6963	Hist1h4k	15,7	13,6	4,4	5,5	14,7	10,8	31,4	18,8	18,1	12,7	4,5	13,9
6964	Hist1h4m	12,4	10,5	4,4	4,4	11,4	0	0	25,6	0	0	19,8	13,9
6965	Hist1h4n	13,5	15,4	2,2	3,3	7,2	25,7	22,1	86,5	16	15,6	17,9	39,1
6966	Hist2h2aa1	1301,5	1581,6	761,3	344,5	450,4	638	1302,5	1803,8	753	890	386,4	160,4
6967	Hist2h2ac	1,1	2,5	7,6	3,3	0	0	2,1	6,9	1,1	7,7	4,5	13,6
6968	Hist2h2bb	0	0	1,1	4,4	0	0	0	1,9	0	7,7	8	3,4
6969	Hist2h2be	525,5	461,8	37,1	51,1	187,4	328,5	495,7	612,2	133,1	229,7	192,1	204
6970	Hist2h3b	0	0	20,5	9,8	6,1	21,6	0	0	20,1	8,6	15,1	95,9
6971	Hist2h3c1	68,5	59,1	0	0	81,1	10,2	0	0	24,4	0	158,7	12,1
6972	Hist2h3c2	0	0	14,9	19,9	64,5	95,6	26,3	27,9	0	46,5	173	119,2
6973	Hist2h4	46	41,7	6,4	2,2	13,3	11,2	46,3	5	0	26,5	15,4	1,1
6974	Hist3h2a	1007,6	940,4	472,2	606,9	639,2	759,9	1007,2	1338,8	662,8	743,6	877,7	746,5
6975	Hist3h2ba	0	0	30,1	0	17,4	3	40,8	12,8	0	6,7	18,8	15,7
6976	Hist4h4	15,7	24,5	20,1	5,6	3,1	29,5	51,6	7	39,1	14,1	1,8	0
6977	Hivep1	764,6	646,3	569,3	257,1	486,1	238,1	512,4	238	595,1	300,6	840,4	344,4
6978	Hivep2	65,6	80,4	352,1	331,1	241,6	659,7	55,5	251,2	327,8	161,6	233,9	288,7
6979	Hivep3	38,5	42,5	196,2	117,2	211,8	374,7	84,2	10,4	105,2	108,2	212,1	94,6
6980	Hjurp	694,9	570,8	879,3	908,4	743,3	987,8	218,9	288,8	632,8	485,8	1032,7	1283,3
6981	Hk1	837,9	835,7	876,3	931,5	733,9	573,6	755,7	558,2	515,6	461,8	367	428,5
6982	Hk2	156,5	133,1	124	158,2	42	89,7	4,3	12,1	108,9	82,8	183,7	115,6
6983	Hkdc1	91,5	120,1	16,6	24,7	40,8	0	93,3	106,9	100,4	18,2	8,4	0
6984	Hlcs	6,7	13,2	107,6	73,3	103,2	70,2	0	63,3	41,1	76,6	53,4	77
6985	Hlf	673	868,8	104,4	72,8	16,2	57	213,8	88,4	150,1	118,7	19,7	22,4
6986	Hltf	776,7	708,6	513,8	439,5	595,3	963,9	971	740,6	213,4	841,7	393,3	445,6
6987	Hlx	0	1,2	8,4	0,8	18,8	41,8	1,5	0,7	0	7,5	8,3	2,3
6988	Hmbox1	132,8	162,7	170,1	144	131,7	142	63	91,8	89,5	204,8	129	170,1
6989	Hmbs	302,3	311,6	440,4	815,2	601,1	619,1	385,4	504	518,7	633,7	944,8	730,8
6990	Hmces	96,7	155,9	404,7	279,4	311,7	232,7	216,7	180,5	209,1	357,6	359,5	532,6
6991	Hmcn1	88,9	111,6	3,2	2,9	90,8	42,2	214	0	5,1	0	154,8	95,5
6992	Hmg20a	939,9	944,9	759,7	660,9	892	291	847,6	578,6	848,6	626,5	888	824,4
6993	Hmg20b	252	277,5	524	464,7	540,2	607,7	392,7	319,2	471,7	397	673,9	659,9
6994	Hmga1	328,5	367	13285,6	16559,6	1090	769,2	284,9	157,6	8677,5	5610,9	3971,6	1508,4
6995	Hmga1-rs1	23	4,8	35,7	58,2	5,9	92,6	17,7	82,8	18,9	2440,3	10	2444,3
6996	Hmga2	76,1	53,5	387,3	976,5	114,6	121,4	53,8	100,6	133	99,6	228,4	330,8
6997	Hmgb1	18685,1	19284,4	15835,3	15675,1	14168,1	12520,4	17062,4	14691,4	14097,2	13701,7	15038,7	17109,2
6998	Hmgb1-ps1	22,5	18,4	11,9	13,3	13,4	11	22,1	19,8	12,8	13,5	9,9	19,1
6999	Hmgb1-ps2	3,4	10,1	5,4	5,5	5,1	6	3,2	5,9	8,5	2,9	2,7	5,6
7000	Hmgb1-ps3	12,4	5,9	6,5	5,5	6,2	2	7,4	10,9	10,6	5,8	15,3	3,4
7001	Hmgb1-ps5	24,8	31,6	11,9	14,3	11,3	9	16,9	11,9	7,5	8,7	14,4	9,1
7002	Hmgb2	624,2	595,2	2833,3	2609,1	2261,6	1519,1	698,4	718	1138,2	1553,6	4971,1	6052,2
7003	Hmgb3	1369,8	1404,8	1977,3	2324,5	1704,3	1559,5	1389,4	1631,2	1607,1	1647,1	2437,4	3055,8
7004	Hmgcl	216,5	227	202,8	365,8	380,2	387,7	216,6	312,7	146,8	659,5	804,1	523,2
7005	Hmgcll1	450,4	376,6	469,5	85,4	269,8	512,6	594,3	476,9	172,4	568,1	424,3	506,4
7006	Hmgcr	485,3	473	1259,3	762,2	441,6	327,8	508,3	508,6	1028,9	1057,6	882	741,8
7007	Hmgcs1	602	616,2	3660,9	1475,6	1250,7	1180,5	2103,2	2056,1	2669,8	3638,2	1186,6	1198,4
7008	Hmgcs2	0	0	0	0	0	0	0	0	0	0	0	56,3
7009	Hmgn1	8015,3	8083	8158,1	7408,8	6764,9	5718,2	7041,7	6879,4	6292,2	5913,5	8246,5	7740,7
7010	Hmgn2	15076,5	14487,5	20679,8	16693,6	19782,7	19492,9	10145,9	8341,5	10988	10925,4	17778,8	29322,5
7011	Hmgn2-ps1	4,5	18,4	0	0	9,5	10,8	3,1	0	2,1	4,9	1,8	27,8
7012	Hmgn3	2390,9	2322,1	1918,3	1247,4	2320,7	2552,4	1883,5	1878,4	1920,7	1571,7	2037,1	2016,4
7013	Hmgn5	2473	2505,8	557,5	771,2	1041,9	906,6	1816,7	2109,1	1696,1	1196,1	987,9	763,8
7014	Hmgxb3	315,8	317,4	287,6	282,7	366,5	260,9	146,3	174,2	219,6	287,3	222,2	265,2
7015	Hmgxb4	427,6	297,4	253,2	236,6	70,2	85,5	299,5	175,2	150,8	243,9	251,4	277
7016	Hmmr	40,2	25,5	71,8	312,7	470,4	161,5	36,7	34,1	103,9	73,8	1613,6	2631,9
7017	Hmox1	46,1	60	159,9	198,1	112	465,7	2,2	0	67,2	105	61,7	187,5
7018	Hmox2	564	520,2	649,8	1018,9	776,1	805,7	1482	1091,8	877,2	917,9	693,8	739,6
7019	Hn1l	682,3	626,1	3328,7	3354,2	1137,7	669,5	673,5	785,4	2156,2	1331,1	1954,9	2054,8
7020	Hnf1b	117,7	118,8	54,1	17,8	56,3	34,6	106,3	101,5	63,4	130	20,8	7,6
7021	Hnmt	3,1	6,4	39,6	33,8	259,9	353,7	443,9	403,6	53,1	48,4	343	136
7022	Hnrnpa0	1218	1069,9	1086,4	997,4	1135,7	1681,3	939,8	974,1	832,6	864	1076,5	1222,8
7023	Hnrnpa1	3850,7	3627,7	8647	9463,4	6144,8	5585,1	4282,6	3397,3	5402,3	6241,2	10995,3	12486,4
7024	Hnrnpa2b1	13391,9	12638,8	15578,8	13393,6	15443	14774,3	14995,9	13249,5	14868,4	13396,5	18268,8	20874,9
7025	Hnrnpa3	2104,4	1877,5	3571,9	4900,8	2653,6	3381,8	1642,3	1583,5	2725,7	2220,6	2782,5	3571,7
7026	Hnrnpab	414,2	355,8	3657,6	4341,8	1893,7	1782,6	857,3	758,4	1978,1	2500,8	3383,7	3901,9
7027	Hnrnpc	5146,2	5018,5	5368,9	5998,4	5814,5	6592,9	3331,6	4217,3	4283,9	4220,6	6455,5	5918,2
7028	Hnrnpd	430,2	448,8	1039	1918,1	976	1512,7	506,7	430,2	864	797,7	1229,8	1117,2
7029	Hnrnpdl	4512,1	4184,2	4138,1	4795	3646,8	3046	3009,4	3885,8	4168,8	3507,6	3210,4	3213,8
7030	Hnrnpf	11137,4	10197,7	10348,3	11986,1	10404,6	8101,7	12770,4	12646,6	12078,5	12050,5	9607,9	11743
7031	Hnrnph1	1863,3	1610,8	2755,6	3149,5	2065,2	2546,1	1273,7	1172,3	2244,8	2439,8	3916,7	3949,1
7032	Hnrnph2	1712,3	1611,2	2385,6	1826,4	2407	1865,5	1851,5	2182,6	2716,1	2387,8	2251,6	2851,1
7033	Hnrnph3	1985,8	1932,6	1363	842,9	701,3	1343,3	2472,9	1529,4	1129	876,5	1022,3	896,4
7034	Hnrnpk	19646,2	18975,8	18088,6	18071,1	17385,8	14015,4	16361,1	16177,2	16004	14599,1	21146,1	23001,8
7035	Hnrnpl	597,9	738,2	785,2	769,9	970,7	1262,1	690,6	580,5	539,4	392,3	1024,2	861,8
7036	Hnrnpll	1646	1530,6	1841,4	978,2	1177,6	1655,1	2108,3	1663,4	1166,7	1243,3	2038,3	2176,5
7037	Hnrnpm	1548,9	1573	2141,7	2358,5	1945,9	2490,9	2011,6	1714,3	1131,8	1600,4	2623,9	2780,9
7038	Hnrnpr	1686,9	1636,8	1753,3	1801,8	1358,8	1822,9	1627,6	2059	1490,5	1534,6	2446,3	2281,5
7039	Hnrnpu	2382,6	2349,3	4008,7	3476,7	1979,1	1694,1	2709,7	1525,5	2182,3	1505,1	2757,6	2512,8
7040	Hnrnpul1	414,2	447,7	627,3	576,5	435,1	767,5	581,9	478,5	532,8	593,2	655,2	812,3
7041	Hnrnpul2	257,6	278	345,7	357,2	281,5	467	127,3	147,1	278,7	198	133,3	287,9
7042	Hoga1	137,3	128,7	39,8	73,4	21,8	98,4	64,6	97,2	95,9	89,2	11	39,5
7043	Homer1	85,2	79,4	68,7	42,6	162,5	98,3	51,1	142,1	133,5	12,6	196,9	313,4
7044	Homer2	35,6	28,6	6,5	85,4	8,6	40,5	217,4	10,7	2,9	37,8	265,5	31
7045	Homer3	41	38,6	138,2	339,3	74,5	67	117,8	91,8	83,8	138,8	187,6	301
7046	Homez	531,7	597,2	426,4	182,6	187,5	414,4	400,9	365,6	406	598,5	110,8	299
7047	Hook1	157,4	171,1	157,3	259,4	202,1	154,4	485,8	145	149	76,9	49,8	99,8
7048	Hook2	120,2	135,5	139,1	92,7	95,4	81,6	174,3	218,1	197,5	126,7	143,3	97
7049	Hook3	868,3	931,8	860,4	1263	1123,5	996,7	1174	690,7	1327,5	595,5	1109,5	1443,2
7050	Hopx	289,4	397,9	71,7	83,9	74	147,4	374,1	131,1	116,8	31,9	21,3	10,1
7051	Hoxa1	97,3	111,6	0	0	4,9	37,6	0	0	0	0	21,4	16,7
7052	Hoxa10	566,7	559	12,8	90,9	70,7	334,1	200,7	239,6	56,3	33,9	299	435,5
7053	Hoxa11	46,6	73,2	0	0	0	0	0	0	0	0	0	0
7054	Hoxa2	151,4	141,8	72,3	74,4	125	422,1	23,2	47,2	39,1	16	146,7	113,9
7055	Hoxa3	95,6	94,8	33,9	53,1	96,9	129,3	59,3	31,7	110,4	37,8	37,9	118,8
7056	Hoxa4	0	0	18	18,8	14,3	0	0	49	25,3	0	11,7	32,9
7057	Hoxa5	441,7	467,5	179,5	117,8	283,8	458,8	315,8	349,3	272,8	295,3	303,3	294,5
7058	Hoxa6	31,5	35,8	108,3	18,8	14,4	21,1	32,6	18,9	47,8	82	26,2	20
7059	Hoxa7	1524,7	1700,2	2707,3	1285,1	1490,2	1758,1	2158,2	1569,7	1887,4	1806	935,1	847,4
7060	Hoxa9	1465,8	1611,6	536,3	1584,9	846,6	1274,6	2259,7	1064,7	468	1492,5	939,1	1179,3
7061	Hoxb1	36,8	37,4	3	4,2	9,7	6,7	66,5	5,7	6	4,4	6	5,2
7062	Hoxb13	4,5	10,5	14,9	10	0	0	0	6	52,9	0	0	0
7063	Hoxb2	816,6	794,3	397,5	637,9	511,8	588,4	465,6	599,5	426,5	324,1	612,3	812,5
7064	Hoxb3	512,3	630,2	230,6	68,7	250,2	179,6	565,5	367,4	133,9	78,1	178,3	143,5
7065	Hoxb4	13,4	20,1	18	3,3	8,2	16,3	42,1	3	20,1	8,5	31,7	27,3
7066	Hoxb5	250,8	273,3	96,2	79,4	205,1	121,6	55,1	229,8	104,1	121,2	138,4	134
7067	Hoxb6	231,6	224,4	182,1	111,3	392,1	380,1	63,4	106,1	113,4	57,1	313,1	684,4
7068	Hoxb7	1420,9	1274,7	932,1	881,1	578,6	575,1	1481,3	878,5	943,9	903	710,5	566,9
7069	Hoxb8	167,8	216,4	64,8	92,7	164,4	183,5	158,6	230,6	148,4	76,5	136,8	155,3
7070	Hoxb9	125	127,9	92,3	65	162,4	329,3	95	85,2	185,3	152,6	172,5	270,6
7071	Hoxc10	167,1	184,7	14,9	0	0	34,5	1,1	0	0	0	52,5	167,6
7072	Hoxc4	511,5	538,2	229,1	162,7	129,3	245,4	910	585,5	261,8	408,6	179,4	241,2
7073	Hoxc5	203	199,1	178,5	76	61	19,1	47,3	355,3	98,1	50,7	75,4	160,9
7074	Hoxc6	160,5	156,3	99,8	42,3	199,8	389,2	241,9	328,3	91,2	186,3	160,5	234,9
7075	Hoxc8	636,1	687,9	507,4	257	1049	1131,8	660	822,6	736,1	289,1	931,8	741,8
7076	Hoxc9	512,2	613,3	345,4	329,6	526,3	764,3	471	474,7	275,6	358,3	1040,6	861
7077	Hoxd10	261,6	267,5	0	0	0	0	0	0	0	1,9	0	0
7078	Hoxd11	11,2	20,2	13,8	4,4	5,1	4,1	1,1	12,1	7,4	5,6	6,3	1,1
7079	Hoxd3	213,4	256,1	148	163,3	142,9	156,4	107,1	139,9	49,7	90,7	82,1	40,4
7080	Hoxd4	13,1	14,7	28,2	8,7	23,5	35,7	60,1	39,1	87,8	40,1	9,4	15,9
7081	Hoxd8	715,2	712,3	287,8	545,9	553,5	636,7	598,4	640,1	450,3	688,5	247,9	203,8
7082	Hoxd9	356,4	366,4	11,7	26,7	14,3	75,2	29,5	58,3	7,4	18,9	16,3	36,1
7083	Hp1bp3	1619,5	1642,1	1498,6	1692,4	2881,5	1700,7	2620	2232,3	2075,3	1207,1	2093,8	2031,6
7084	Hpcal1	111,4	124,9	463,6	35,2	120,1	41,8	113,2	84,7	54,8	69,9	285,5	359,1
7085	Hpcal4	104,4	111,8	95,9	8,1	7,6	8,5	105,8	41,9	29,5	29,5	1,6	19,2
7086	Hpdl	0	0	12,7	39,9	0	0	0	0	50,6	139,2	21,7	9,8
7087	Hpf1	452,8	496,1	1288	1614,4	863,5	749,9	369,4	1002,8	823,3	984,8	1479,4	1372,7
7088	Hpgd	0	0	0	0	0	0	0	54,5	0	0	0	0
7089	Hpgds	263,5	273,8	2,9	37,7	97,9	290,8	311	96,8	3	3,3	24,9	23,2
7090	Hprt	3002,4	2715,5	2451,7	2604,9	2056,4	1333,5	1933	2405,6	2674,8	2532	2142,9	2333,8
7091	Hps1	129,6	155,3	394,5	206,3	255,6	373,9	83,7	54,9	178,8	296,8	161,5	255,9
7092	Hps3	160,4	159,2	134,2	132,8	208,9	321,7	55,7	185,3	479,6	88,8	208,3	241,8
7093	Hps4	58,2	69,3	121,5	116,7	93,3	146,3	119	188,6	45,6	26,3	57,4	52,7
7094	Hps5	573,2	610,6	205,9	389,1	473,6	418,7	415,1	449,3	389,9	161,5	201,7	383,8
7095	Hps6	0	0	0	56,7	97,2	41,7	0	0	31,7	36,7	46,2	78,5
7096	Hpx	0	0	0	1,1	0	0	0	17,1	0	0	33,6	0
7097	Hr	7,7	8,6	47,8	88,4	82,3	89,9	1	94,8	132,4	177,8	272,3	100,1
7098	Hras	126,7	101,8	322	279,6	200,4	251,8	108,1	161,6	241,2	351	309,8	353,4
7099	Hrasls	1604,5	1452,3	869,2	623,6	925,5	426,1	1219,6	1286,7	1007,5	1077,6	220,1	204,8
7100	Hrh1	0	0	112,6	0	0	0	0	0	242,1	34,4	145	26,2
7101	Hrh2	61,3	53,7	0	0	0,9	0	3,8	0	1	0	1,6	1
7102	Hrk	0	0	0	18,2	1,5	53,5	0,8	60,7	32,6	10,5	33,7	0,8
7103	Hs1bp3	336,1	316,1	205,5	154,6	63,5	169,9	112,6	178	173,3	149,6	114,2	148,2
7104	Hs2st1	224,4	218,4	580,9	1096,9	506,2	983,8	44,3	120,3	586,2	397,8	628	607,4
7105	Hs3st1	127,1	143,3	81,3	29,2	113,9	146,3	295,6	373,9	191,2	367,8	141,7	215,2
7106	Hs3st3a1	87,4	101	36	132,4	115,7	5,1	77,9	38,3	77,1	41,4	0	0
7107	Hs3st3b1	380,8	339,4	713,8	431,8	407,4	699,2	337,8	213,5	331,5	158,7	179,6	315,2
7108	Hs3st5	0	0	0	3	0	4,5	0	0	34	0	27,3	51,2
7109	Hs3st6	93,5	114,2	19,3	12,2	2,1	32,5	0	66,3	132,8	0	0	0
7110	Hs6st1	133,5	128	176,7	229,1	203,4	278,2	127,9	137,1	127	202,7	138,4	191,9
7111	Hs6st2	0	0	27,6	7,8	68,2	94,2	0	63,6	0	0	37,3	28,3
7112	Hsbp1	4789,9	5258,4	5019,4	4177,9	6330,1	6001,2	5057,7	5492,6	4905,5	5385,7	5309,4	4995,4
7113	Hsbp1l1	2,2	1,7	47	1,1	19,5	7,1	67,5	78,2	3,2	24,7	14,5	0
7114	Hscb	229,5	151,5	146,9	294,3	239,2	230,6	411,8	250,2	170,6	130,2	251,1	241,1
7115	Hsd17b10	1151,2	1120	1019,1	1150,7	1093,6	802,9	763,7	1037,6	915,3	1155	1193,5	1332,8
7116	Hsd17b11	25,8	16,5	0	21,1	64,6	100,5	52,7	20,1	1,1	11,3	45,3	64,6
7117	Hsd17b12	1479,5	1355,1	2269,9	2304,7	1668,2	1674,1	1587,7	1390	1765,7	2753,8	2339,1	2535,6
7118	Hsd17b4	1334,6	1321,6	1834,7	1298,2	1625,7	1744,9	1437,3	1775,5	2092	2058,6	2018,9	2095,6
7119	Hsd17b7	83,9	74,9	526,4	769,2	196,9	89,3	242,6	118,8	492,1	742	190,7	233,9
7120	Hsd3b2	60,5	58,8	9,5	21,1	17,4	36,7	35,8	35,2	31,7	44,2	9,1	19,6
7121	Hsd3b7	44,9	53,1	1261,5	730,2	655,3	320,6	238,7	115,8	701,5	616,8	350,2	435,2
7122	Hsdl1	986,7	929,6	703,1	845,9	386,8	504,8	1087,5	915,4	994,2	1317,6	471,9	626,9
7123	Hsdl2	2017,2	1851,8	791,1	676,2	1237,7	1588,5	1310,8	1456,4	1244,1	1057,1	1740,5	1397,3
7124	Hsf1	911,3	879,4	634,9	659	764,2	572,8	511,5	658,7	498	571,4	749,8	762,3
7125	Hsf2	1658,8	1777,7	739,5	936,8	1514,7	2398,3	1511,1	1659,4	923,3	1098	1049,3	1107,7
7126	Hsf2bp	0	0	0	0,8	2,9	19,8	133,4	0	26,9	0	0,6	0
7127	Hsf3	0	0	0	0	12,7	0	0	0	86,4	0	0	0
7128	Hsf5	0	0	19	68,9	17,4	0	0	17,1	0	14,1	0	2,2
7129	Hsp25-ps1	0	0	9,6	0	3	0	0	0	0	0	0	3,3
7130	Hsp90aa1	77022	79922,5	66439,7	58991,2	47504,2	33725,8	126993,7	94518	98478	82365,1	34536,9	26647,7
7131	Hsp90ab1	24815,1	24746,6	40993,5	38263,4	28119,6	24071,6	30784,6	34881,6	32380,6	32641,7	22323,3	22625,9
7132	Hsp90b1	7623,2	7537,1	10540	13293,4	12811,8	9159,3	12360,2	13482,8	12347,2	10530,4	13317,4	13929,4
7133	Hspa12a	406,5	388	293,9	713,4	278,4	445,5	333,5	192,4	146,7	464,5	225	157,5
7134	Hspa12b	49,2	35,5	20,7	14,1	9,8	2,7	20,1	16,2	24	22,3	2,8	14,6
7135	Hspa13	1073,4	1033,2	663,5	1318,1	997,5	1412	710	964,8	1510	953,3	1478,3	1566,5
7136	Hspa14	881,3	840,2	1205,9	1010,3	599,4	510,7	510,5	1026,9	871,6	1278,9	949,2	940,2
7137	Hspa1a	983,7	1050,9	281,8	229,1	2678,8	1532,4	895,6	1167,6	289,5	377,2	1634,1	599,5
7138	Hspa1b	57,1	67,4	8,5	72,3	259,1	357,1	52,6	295,6	3,2	14,1	166,7	92,7
7139	Hspa1l	127,7	138,9	50,9	0	2	31,5	4,2	163,8	29,6	93,2	18,1	1,1
7140	Hspa2	10259,8	10840,1	5224,7	3470,2	4145,7	4762,1	12157,2	12372,2	6399,4	6968,9	1088,1	1091,4
7141	Hspa4	3296,7	3365,2	2226,3	3147,3	1597,6	2086,5	3058,6	2397,8	2333,3	1038,8	3023,7	2483,6
7142	Hspa4l	5575,2	5230,2	2993,8	2653,9	3580,1	3503,8	8620,3	8821,6	7181,3	7444,9	3525,4	2975,4
7143	Hspa5	7344,1	7150,9	10235	15168,6	8862,7	7760,8	10666,9	20512,1	13635,4	11560,7	15174,4	15452
7144	Hspa8	24563	25374,8	45551	58598,8	36312,5	28279,4	17586,3	59923,4	41463,6	58769,4	42684,6	47216,5
7145	Hspa9	4383,5	4162,1	4728	5195,4	2309,2	1682,2	3295,2	4229,6	4603,9	4180,4	2899,5	3376,9
7146	Hspb1	314,5	341,5	9481	13889,7	22132,1	5069,9	739,4	1721,3	6061,3	5278,9	10082,5	8334,3
7147	Hspb11	523,9	464,2	549	714,4	734,5	570,9	519,9	585,9	660,1	673,5	703	797,8
7148	Hspb2	0	0,9	0	9,2	19,3	11,7	0	1	0	0	32	43,9
7149	Hspb6	875,9	932,1	1652,3	1509	4072,2	2579,6	1697,8	1900,9	2450,6	2576,1	2138,1	2154
7150	Hspb8	1098,8	1103,2	1906,9	2480,8	5437	3032,3	450,8	1298,6	2180,5	2147	1831,6	1456,8
7151	Hspbap1	134,4	142,4	133,3	239,2	187,3	33,6	4,2	366,5	139,4	226,3	232,2	73,9
7152	Hspbp1	719	696,3	1116,5	1538,8	916,3	456,4	1366,7	899	1211,5	1288	868,2	790,5
7153	Hspd1	4296,6	4051,7	8365,4	11032,3	3253,5	2305,2	3682,7	5689,4	7141,6	6478,8	6705,4	5109,6
7154	Hspd1-ps3	23,5	22,6	20,2	24,4	14,3	15,2	9,5	8	29,6	11,3	22,6	13,1
7155	Hspe1	2577,2	2801	5864,8	6755,1	3048,2	3050,3	2985,7	5153,3	5036	4455,5	5036,6	4367,8
7156	Hspe1-ps2	1,1	3,2	8,8	17,7	8,4	6,9	9,4	12,8	6,4	8,8	5,4	5,8
7157	Hspg2	51,2	87,2	48,9	82	117	211,9	36	56,7	36,8	32,6	174,7	165
7158	Hsph1	5815,3	5789,2	5813,6	5779,8	3214,8	3245,8	4323,7	8577,8	4814,9	4352,7	2045,2	1357,8
7159	Htatip2	22,6	28	0	22,4	124,4	139,7	0	30,3	29,5	0	170,9	99,2
7160	Htatsf1	1788,6	1824,7	1446,5	1590,1	1258,9	951,2	910,2	1182,6	1255,3	1416,4	1280	1283,1
7161	Htr1b	5,4	0	1	2,2	6	19,8	12,3	16,7	4,1	7,3	48,5	16,9
7162	Htr3a	0	0	0	0	0	31,4	0	0	0	0	0	20,7
7163	Htr5b	3921,3	3938,5	1758,6	575,6	580,9	815,3	5269	4844,6	2233,2	984,8	38	86,4
7164	Htra1	492,9	413,9	269,9	129,3	1229,7	426,6	693	672,3	202,7	564,8	2537,7	1473,6
7165	Htra2	398,7	387	542,2	616,3	624,1	482,5	299,6	436,5	323,2	516	494,2	498,5
7166	Htra3	161	135	3,7	96,8	211,6	869,9	82,7	111,2	55	194	475,9	725,6
7167	Htra4	0	0	0	0	1147,7	2401,4	0	0	1,1	0	610,5	198
7168	Htt	496,5	440,8	495,2	274,2	453,9	436,1	272,6	292,3	418,1	445,9	278,4	128,5
7169	Hunk	278,9	276,1	193,5	284,9	270,2	286,4	384,1	222,5	70,7	156,8	80,7	169,6
7170	Hus1	239,8	256,2	415,7	425,7	197,1	236,2	112,2	53,7	67,8	379,1	425	232,2
7171	Huwe1	1432,6	1684,7	1136,4	1664,4	1835,7	1552,5	3157,6	853,3	1828,2	888,5	1345,3	1366,9
7172	Hyal1	414	377,8	339,7	168,4	323,2	319,4	362,3	427,7	363,8	352,8	131	159,6
7173	Hyal2	78,3	110,6	138,8	481,5	247,1	258,9	116,3	177,8	252,3	228,8	618,8	649,5
7174	Hyal3	4,3	2,5	24,1	2,9	1	10,7	7,1	54,9	7,1	1,8	7,8	4,2
7175	Hydin	5410,7	5290,6	1237,1	739,2	785,9	513,3	3310,1	1596,2	604,2	444,5	354,8	83,3
7176	Hyi	39,8	54,8	168,5	154,7	84,5	97,3	177,4	135,9	142,2	121,3	173,4	150
7177	Hykk	31,1	27,1	84,9	47,2	186,1	9,7	108,5	10	20,1	47,8	158,4	27,7
7178	Hyls1	2,4	10,3	74	87,4	58,9	79,9	155,4	7,9	39,9	27,4	136,6	311,2
7179	Hyou1	69,4	66,6	449	679,7	203,9	267,7	180,8	355	548,8	475	335,8	497,2
7180	Hypk	971,6	799,3	1416,2	1306,6	1357,9	1069,4	678,3	928,2	1175,7	1133,7	1972,8	1661,6
7181	Iah1	321	290,3	310,2	357,9	543,6	435,1	59,2	262,6	332,1	294,9	585,3	663,5
7182	Iars	283,3	382,3	1131,7	956,8	667,3	151,1	201,8	301,3	1047,4	510,3	1046,5	1003,8
7183	Iars2	807,1	799,2	1159,3	923,5	693,3	1157,3	765,4	730	894,4	1281,2	989,2	1176
7184	Iba57	1,1	3,5	21,2	31,2	11,3	16,3	32,6	1	20,1	12,2	14,5	29,4
7185	Ibtk	534,7	528,5	306,2	491,7	275,7	234	459,9	141	206,1	250,1	290,1	254,3
7186	Ica1	55,1	51,9	11,5	53,2	107,1	40,9	0	25,9	60,5	37,3	55,5	91
7187	Ica1l	24,7	21,7	53,3	4,5	1,4	45,5	134,4	81,3	4,9	59,2	12,3	13,8
7188	Icam1	11	6,6	67,7	59,9	111,6	42,4	4,6	7,6	204,1	4,1	71,1	59,4
7189	Ice1	379,7	379,5	165,3	181	467,6	424,1	139,4	231,8	147	199,4	310,2	365,9
7190	Ice2	182	229,7	319	351,1	452,8	567	186	652,9	296,5	299,6	187,3	253,7
7191	Ick	194,3	201,4	527,6	270,2	191,5	337,8	231,6	369,5	160,9	261,1	467,5	345,6
7192	Icmt	161,2	133,8	296,1	225,8	516,9	361,1	248,3	202,1	273,3	302,9	127	246
7193	Icosl	201,1	173	114,9	148,4	112,7	151,5	76	191,3	123,7	126,2	11,5	25,1
7194	Id1	2,8	2,1	165,2	346,7	647,4	797,7	43,3	0	39,2	231	858,7	1017,4
7195	Id2	729,4	706,8	737,2	416,3	1785,2	2453,9	1946,6	755,3	406,8	1315,3	2747,5	1428,2
7196	Id3	0	0	63,5	14,6	891,1	2215,6	55,9	81,9	34,9	69	1721,4	935,1
7197	Id4	5113,3	4853	1593,8	1318,3	1968,8	3029,1	2840,1	2522	1480,5	812,8	429,8	608,3
7198	Ide	504,7	552,4	715,5	967,3	631,6	630,7	1096,7	500,9	1054,4	956,8	1038,4	1172,9
7199	Idh1	555,8	514,6	1153,1	780,5	1354,5	1225,5	925,9	1003,3	1152,4	861,4	983,5	1191
